No,Product_name,Company,Ai
25426,DASKOR 440,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRIN 4% + METIL CLORPIRIFOS 40% [EC] P/V
25427,FUTURECO NOFLY WP,"FUTURECO BIOSCIENCE, S.A.U.",PAECILOMYCES FUMOSOROSEUS (CEPA FE 9901) 18% (2 X 10 E9 CFU/G) [WP] P/P
25428,TOUCHDOWN PREMIUM,"SYNGENTA ESPAÑA, S.A.",GLIFOSATO 36% (SAL AMÓNICA) [SL] P/V
25437,CERCOBIN 70 WG,CERTIS EUROPE B.V. Sucursal en España,METIL TIOFANATO 70% [WG] P/P
25438,TEYCER C CONSERVACION 2I+5T,"TECNIDEX FRUIT PROTECTION, S.A.U.","IMAZALIL 0,2% + TIABENDAZOL 0,5% [EW] P/V"
25439,LUNA PRIVILEGE,"BAYER CROPSCIENCE, S.L.",FLUOPYRAM 50% [SC] P/V
25441,ROUNDUP ULTIMATE,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 48% (SAL POTÁSICA) [SL] P/V
25443,VOLIAM TARGO,"SYNGENTA ESPAÑA, S.A.","ABAMECTINA 1,8% + CLORANTRANILIPROL 4,5% [SC] P/V"
25446,AGILITY TOP,"NUFARM ESPAÑA, S.A.",CLORTOLURON 60% + DIFLUFENICAN 4% [SC] P/V
25447,TEYCER C 3I+5T,"TECNIDEX FRUIT PROTECTION, S.A.U.","IMAZALIL 0,3% + TIABENDAZOL 0,5% [EW] P/V"
25449,GLYFOON,SINON EU GMBH,GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
25450,RANMAN TOP,ISK BIOSCIENCES EUROPE N.V.,CIAZOFAMIDA 16% [SC] P/V
25451,DEVICE SC 15,"QUIMICA DE MUNGUIA, S.A.",DIFLUBENZURON 15% [SC] P/V
25453,SPOTLIGHT PLUS,"FMC Agricultural Solutions, S.A.U.",CARFENTRAZONA-ETIL 6% [ME] P/V
25454,AMPLIGO,"SYNGENTA ESPAÑA, S.A.",LAMBDA CIHALOTRIN 5% + CLORANTRANILIPROL 10% [ZC] P/V
25455,TORDON STAR,"DOW AGROSCIENCES IBERICA, S.A.",TRICLOPIR 24% (ESTER BUTOXIETIL) + AMINOPIRALID 3% (SAL POTÁSICA (ESPI)) [EW] P/V
25456,RACING DELTA,"NUFARM ESPAÑA, S.A.",DIFLUFENICAN 60% + METSULFURON METIL 6% [WG] P/P
25457,CAMEO SX,"FMC Agricultural Solutions, S.A.U.",TRIBENURON-METIL 50% [SG] P/P
25460,TOLUREX 70 SC,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLORTOLURON 70% [SC] P/V
25461,CYFLAMID 50 EW,NISSO CHEMICAL EUROPE GMBH,"CIFLUFENAMID 5,13% [EW] P/V"
25462,FLUROSTAR 200,GLOBACHEM N.V.,FLUROXIPIR 20% (ESTER METILHEPTIL) [EC] P/V
25463,BEFLEX,"FMC Agricultural Solutions, S.A.U.",BEFLUBUTAMIDA 50% [SC] P/V
25464,CHAMAN FORTE,"FMC Agricultural Solutions, S.A.U.",NICOSULFURON 24% [SC] P/V
25466,DUPONT EXPLICIT 150EC,"FMC Agricultural Solutions, S.A.U.",INDOXACARB 15% [EC] P/V
25467,PROTECT GARDEN FUNGICIDA AL,SBM DÉVELOPPEMENT SAS (Ecully),"TEBUCONAZOL 0,0125% + TRIFLOXISTROBIN 0,0125% [AL] P/V"
25475,LOVIT COMET,BASF ESPAÑOLA S.L.U.,"EPOXICONAZOL 6,25% + PIRACLOSTROBIN 8,5% [SE] P/V"
25476,VALIS M,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",MANCOZEB 60% + VALIFENALATO 6% [WG] P/P
25477,PLINTO,"INDUSTRIAS AFRASA, S.A.","ESFENVALERATO 2,5% [EC] P/V"
25478,ABALAR,PROPLAN-PLANT PROTECTION CO. S.L.,"ESFENVALERATO 2,5% [EC] P/V"
25479,SFENVALO STAR,"SHARDA CROPCHEM ESPAÑA, S.L.","ESFENVALERATO 2,5% [EC] P/V"
25480,CIDELY,"SYNGENTA ESPAÑA, S.A.","CIFLUFENAMID 5,13% [EW] P/V"
25481,SIZ,"SIPCAM INAGRA, S.A.","CIFLUFENAMID 5,13% [EW] P/V"
25483,CERIDOR 500,"NUFARM ESPAÑA, S.A.",MCPA 50% (SAL DIMETILAMINA) [SL] P/V
25485,PATROL,"INDUSTRIAS AFRASA, S.A.","LAMBDA CIHALOTRIN 2,5% [WG] P/P"
25486,NEOSTOP 500 L HN,ARYSTA LIFESCIENCE BENELUX Sprl.,CLORPROFAM 50% [HN] P/V
25487,ACCENT 75 WG,"DU PONT IBERICA, S.L.",NICOSULFURON 75% [WG] P/P
25489,POLYSECT ULTRA AL,EVERGREEN GARDEN CARE FRANCE S.A.S.,"ACETAMIPRID 0,005% [AL] P/V"
25490,POLYSECT ULTRA SL,EVERGREEN GARDEN CARE FRANCE S.A.S.,"ACETAMIPRID 0,5% [SL] P/V"
25491,VINTAGE DISPERSS,"UPL IBERIA, S.A.","BENTIAVALICARB ISOPROPIL 1,75% + SULFATO TRIBASICO DE COBRE 37,5% (EXPR. EN CU) [WG] P/P"
25492,BELTANOL,PROBELTE S.A.U.,"8-HIDROXIQUINOLEÍNA 37,5% (SULFATO) [SL] P/V"
25495,"ESTRELLA 2,5 WG",SHARDA EUROPE BVBA,"LAMBDA CIHALOTRIN 2,5% [WG] P/P"
25498,LBG-01F34,LUXEMBOURG PAMOL (CYPRUS) LTD,"FOSFONATO POTASICO 50,4 % (exp. como ácido fosforoso) [SL] P/V"
25499,TRAXOS ONE,"SYNGENTA ESPAÑA, S.A.","CLODINAFOP-PROPARGIL 3% + FLORASULAM 0,75% + PINOXADEN 3% [EC] P/V"
25501,ALIAL 80 WG,"FMC Agricultural Solutions, S.A.U.",FOSETIL-AL 80% [WG] P/P
25502,FOSBEL 80 WG,PROBELTE S.A.U.,FOSETIL-AL 80% [WG] P/P
25504,ALFIL WG,"INDUSTRIAS AFRASA, S.A.",FOSETIL-AL 80% [WG] P/P
25505,POMBAL 80 WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,FOSETIL-AL 80% [WG] P/P
25506,PRIMMA STAR,"NUFARM ESPAÑA, S.A.",TRIBENURON-METIL 75% [WG] P/P
25507,PITON SUPREME,ALBAUGH TKI D.O.O.,GLIFOSATO 48% (SAL AMÓNICA ) [SL] P/V
25508,VERDYS SUPREME,ALBAUGH TKI D.O.O.,GLIFOSATO 48% [SL] P/V
25509,POLECI,SHARDA EUROPE BVBA,"DELTAMETRIN 2,5% [EC] P/V"
25511,TAKUMI,NISSO CHEMICAL EUROPE GMBH,CIFLUFENAMID 10% [SC] P/V
25514,RONSTAR EXPERT,"BAYER CROPSCIENCE, S.L.",DIFLUFENICAN 36% + IODOSULFURON-METIL-SODIO 1% [WG] P/P
25516,ELIO,"SIPCAM INAGRA, S.A.",CIFLUFENAMID 10% [SC] P/V
25517,ORTIVA OPTI,"SYNGENTA ESPAÑA, S.A.",AZOXISTROBIN 8% + CLORTALONIL 40% [SC] P/V
25519,RITMUS,PROBELTE S.A.U.,"DELTAMETRIN 2,5% [EC] P/V"
25520,MAGNET MED,"SUTERRA EUROPE BIOCONTROL, S.L.","DELTAMETRIN 0,03% [RB] P/P"
25521,ALIAL DOS,"FMC Agricultural Solutions, S.A.U.",FOSETIL-AL 35% + MANCOZEB 35% [WP] P/P
25522,NIMBLE,"NUFARM ESPAÑA, S.A.",TIFENSULFURON-METIL 50% + TRIBENURON-METIL 25% [WG] P/P
25524,ORTIVA OPTI 480 SC,"SYNGENTA ESPAÑA, S.A.",AZOXISTROBIN 8% + CLORTALONIL 40% [SC] P/V
25525,KATANGA MAN,PROPLAN-PLANT PROTECTION CO. S.L.,FOSETIL-AL 35% + MANCOZEB 35% [WP] P/P
25526,REMINEL,"DOW AGROSCIENCES IBERICA, S.A.",FLUROXIPIR 20% [EC] P/V
25527,CORDIAL,COPYR S.p.A.,"PIRETRINAS 1,9% [EC] P/V"
25530,TIZCA,"FMC Agricultural Solutions, S.A.U.",FLUAZINAM 50% [SC] P/V
25533,JACARA,"FMC Agricultural Solutions, S.A.U.","EPOXICONAZOL 12,5% [SC] P/V"
25537,BARCLAY PROPYZ,"BARCLAY CHEMICALS MANUFACTURING, LTD.",PROPIZAMIDA 40% [SC] P/V
25538,TURBOPROPYZ,"BARCLAY CHEMICALS MANUFACTURING, LTD.",PROPIZAMIDA 40% [SC] P/V
25539,PPZ-400,"BARCLAY CHEMICALS MANUFACTURING, LTD.",PROPIZAMIDA 40% [SC] P/V
25540,PROPYZAFLASH,"BARCLAY CHEMICALS MANUFACTURING, LTD.",PROPIZAMIDA 40% [SC] P/V
25548,MCW-7841,"ADAMA AGRICULTURE ESPAÑA, S.A.","BETACIFLUTRIN 0,3% + CLORPIRIFOS 5% [GR] P/P"
25549,DEDALO,"FMC Agricultural Solutions, S.A.U.",KRESOXIM-METIL 50% [WG] P/P
25550,KWEEK WET,BIOVERT SL,ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
25551,ORDAGO SC,"ADAMA AGRICULTURE ESPAÑA, S.A.",PENDIMETALINA 40% [SC] P/V
25552,AGRIMEC PRO,"SYNGENTA ESPAÑA, S.A.","ABAMECTINA 1,8% [SC] P/V"
25553,CORUM,BASF ESPAÑOLA S.L.U.,"BENTAZONA 48% (SAL SÓDICA) + IMAZAMOX 2,24% [SL] P/V"
25555,VICTUS OD,"DU PONT IBERICA, S.L.",NICOSULFURON 4% [OD] P/V
25556,GLIFOCHEM,BROKDEN S.L.,GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
25558,AXIENDO,"SYNGENTA ESPAÑA, S.A.","LAMBDA CIHALOTRIN 0,0015% [ME] P/V"
25561,VACCIPLANT,"ADAMA AGRICULTURE ESPAÑA, S.A.","LAMINARIN 4,5% [SL] P/V"
25562,ECO-TRAP,VIORYL S.A.,"DELTAMETRIN 0,0187% [RB] P/P"
25563,KARATE 1.5 CS,"SYNGENTA ESPAÑA, S.A.","LAMBDA CIHALOTRIN 1,5% [CS] P/V"
25564,FOLIO GOLD SC,"SYNGENTA ESPAÑA, S.A.","CLORTALONIL 50% + METALAXIL-M 3,63% [SC] P/V"
25565,CABRIO TEAM,BASF ESPAÑOLA S.L.U.,"DIMETOMORF 12% + PIRACLOSTROBIN 6,7% [WG] P/P"
25566,ASCOT,PROPLAN-PLANT PROTECTION CO. S.L.,"LAMBDA CIHALOTRIN 2,5% [WG] P/P"
25570,AFIDOR TRIPLE ACCION,"PRODUCTOS FLOWER, S.A.","CIPERMETRIN 0,0075% + FENPIROXIMATO 0,009% + TEBUCONAZOL 0,02% [AL] P/V"
25575,KAOS-B,"ASCENZA AGRO, S.A. (Lisboa)",BENTAZONA 48% (SAL SÓDICA) [SL] P/V
25576,TRIPLE ACCION SIPCAM JARDIN,"SIPCAM JARDIN , SL","CIPERMETRIN 0,0075% + FENPIROXIMATO 0,009% + TEBUCONAZOL 0,02% [AL] P/V"
25577,POLDER 1%,UPL BENELUX B.V.,CLORPROFAM 1% [DP] P/P
25579,TUBERPROP EC,UPL BENELUX B.V.,CLORPROFAM 30% [EC] P/V
25580,STOMP AQUA,BASF ESPAÑOLA S.L.U.,"PENDIMETALINA 45,5% [CS] P/V"
25581,CYTHRIN SPRAY,ARYSTA LIFESCIENCE BENELUX Sprl.,"CIPERMETRIN 0,005% [AL] P/V"
25584,SWITCH ONE,"SYNGENTA ESPAÑA, S.A.",FLUDIOXONIL 50% [WG] P/P
25585,PEAK 75 WG,"SYNGENTA ESPAÑA, S.A.",PROSULFURON 75% [WG] P/P
25586,BIOX-M,"NUTEA, S.L.","ACEITE DE MENTA 94,9% [HN] P/V"
25587,ORTIVA OPTI 8/40 SC,"SYNGENTA ESPAÑA, S.A.",AZOXISTROBIN 8% + CLORTALONIL 40% [SC] P/V
25588,ORTIVA TOP,"SYNGENTA ESPAÑA, S.A.","AZOXISTROBIN 20% + DIFENOCONAZOL 12,5% [SC] P/V"
25589,FLUXYR 200 EC,UPL BENELUX B.V.,FLUROXIPIR 20% (ESTER METILHEPTIL) [EC] P/V
25590,ACRAMITE 480SC,ARYSTA LIFESCIENCE REGISTRATIONS GREAT BRITAIN LTD.,BIFENAZATO 48% [SC] P/V
25591,ENERVIN TOP,BASF ESPAÑOLA S.L.U.,AMETOCTRADIN 12% + METIRAM 44% [WG] P/P
25595,BIOACT WG,"BAYER CROPSCIENCE, S.L.",PAECILOMYCES LILACINUS (CEPA 251) 6% [WG] P/P
25597,FONTELIS,"DU PONT IBERICA, S.L.",PENTIOPIRAD 20% [SC] P/V
25598,KAYAK,"ADAMA AGRICULTURE ESPAÑA, S.A.","LAMINARIN 4,5% [SL] P/V"
25600,ROUNDUP 6H,EVERGREEN GARDEN CARE FRANCE S.A.S.,"ACIDO PELARGÓNICO 2,04% + GLIFOSATO 0,72% (SAL ISOPROPILAMINA) [AL] P/V"
25601,SABBA 33,FINCHIMICA SPA,PENDIMETALINA 33% [EC] P/V
25602,ELEVATOR,FINCHIMICA SPA,PENDIMETALINA 33% [EC] P/V
25604,RAVENAS EXTRA,"FMC Agricultural Solutions, S.A.U.",CLODINAFOP-PROPARGIL 6% + DIFLUFENICAN 4% [EC] P/V
25606,KAIMO,"NUFARM ESPAÑA, S.A.",LAMBDA CIHALOTRIN 5% [EG] P/P
25611,XTRACT,"DOW AGROSCIENCES IBERICA, S.A.",MEPTILDINOCAP 35% [EC] P/V
25612,INTREPID,"DOW AGROSCIENCES IBERICA, S.A.",METOXIFENOCIDA 24% [SC] P/V
25613,FOSFOL,"ADAMA AGRICULTURE ESPAÑA, S.A.",FOLPET 25% + FOSETIL-AL 50% [WG] P/P
25614,MIRENAL 50 SC,PROBELTE S.A.U.,DIFLUFENICAN 50% [SC] P/V
25616,STARANE PRADERAS,"DOW AGROSCIENCES IBERICA, S.A.","FLORASULAM 0,25% + FLUROXIPIR 10% (ESTER METILHEPTIL) [SE] P/V"
25619,AFFIRM 0.95 SG,"SYNGENTA ESPAÑA, S.A.","EMAMECTINA 0,855% [SG] P/P"
25621,HEROLD,"BAYER CROPSCIENCE, S.L.",DIFLUFENICAN 20% + FLUFENACET 40% [SC] P/V
25622,TIMOREX GOLD,STOCKTON EUROPE Ltd.,"EXTRACTO DEL ARBOL DE TÉ (MELALEUCA ALTERNIFOLIA) 22,25% [EC] P/V"
25624,POINTER 100 CS,"SIPCAM INAGRA, S.A.",LAMBDA CIHALOTRIN 10% [CS] P/V
25626,ENERVIN DUO,BASF ESPAÑOLA S.L.U.,"AMETOCTRADIN 30% + DIMETOMORF 22,5% [SC] P/V"
25627,RETENGO PLUS,BASF ESPAÑOLA S.L.U.,"EPOXICONAZOL 5% + PIRACLOSTROBIN 13,3% [SE] P/V"
25628,FRUTARGAS,"ABELLÓ LINDE, S.A.",ETILENO 4% [GA] P/P
25629,MAREDO,"ADAMA AGRICULTURE ESPAÑA, S.A.","EPOXICONAZOL 12,5% [SC] P/V"
25632,BLOSSOM PROTECT,BIO-FERM GMBH,"AUREOBASIDIUM PULLULANS (CEPA DSM 14940) 25% (2,5 X 10E9 CFU/G) + AUREOBASIDIUM PULLULANS (CEPA DSM 14941) 25% (2,5 X 10E9 CFU/G) [WG] P/P"
25633,BOTECTOR,BIO-FERM GMBH,"AUREOBASIDIUM PULLULANS (CEPA DSM 14940) 50% (2,5 X 10E9 CFU/G) + AUREOBASIDIUM PULLULANS (CEPA DSM 14941) 50% (2,5 X 10E9 CFU/G) [WG] P/P"
25635,TEXTAR 10 OP,"TECNIDEX FRUIT PROTECTION, S.A.U.",2- FENILFENOL 10% [EC] P/V
25636,COMET 200,BASF ESPAÑOLA S.L.U.,PIRACLOSTROBIN 20% [EC] P/V
25637,ATRAPA,"TRADE CORPORATION INTERNATIONAL, S.A.U.",LAMBDA CIHALOTRIN 10% [CS] P/V
25640,AIKIDO,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,LAMBDA CIHALOTRIN 10% [CS] P/V
25641,MAGNATE,"ADAMA AGRICULTURE ESPAÑA, S.A.",IMAZALIL 10% [SL] P/V
25642,ALTAIR,UPL BENELUX B.V.,CLORPROFAM 40% [EC] P/V
25643,SAMSON EXTRA 6 OD,ISK BIOSCIENCES EUROPE N.V.,NICOSULFURON 6% [OD] P/V
25644,RACING TF,"NUFARM ESPAÑA, S.A.",METSULFURON METIL 7% + TIFENSULFURON-METIL 68% [WG] P/P
25647,RACING,"NUFARM ESPAÑA, S.A.",METSULFURON METIL 20% [WG] P/P
25648,SERENADE MAX,"BAYER CROPSCIENCE, S.L.","BACILLUS SUBTILIS (CEPA QST 713) 15,67% (5,13 X 10E10 UFC/G ESP) [WP] P/P"
25649,SPINTOR 120 SC,"DOW AGROSCIENCES IBERICA, S.A.",SPINOSAD 12% [SC] P/V
25650,LENTAGRAN,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",PIRIDATO 45% [WP] P/P
25651,EMBUTONE,"NUFARM ESPAÑA, S.A.","2,4-DB 40% (SAL SÓDICA) [SL] P/V"
25653,TALISMA SUPER,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRIN 2% [UL] P/V
25655,MEREKAL,"NUFARM ESPAÑA, S.A.",MECOPROP-P 60% (SAL AMINA ) [SL] P/V
25656,GRO-STOP READY,CERTIS EUROPE B.V. Sucursal en España,CLORPROFAM 12% [EW] P/V
25660,GIES 500,LIFE SCIENTIFIC LIMITED,CLORTALONIL 50% [SC] P/V
25661,PROSARO,"BAYER CROPSCIENCE, S.L.","PROTIOCONAZOL 12,5% + TEBUCONAZOL 12,5% [EC] P/V"
25663,U-46 D COMPLET,"NUFARM ESPAÑA, S.A.","2,4-D ACIDO 60% (SAL AMINA) [SL] P/V"
25666,ALIOS,BASF ESPAÑOLA S.L.U.,TRITICONAZOL 30% [FS] P/V
25667,TRINITY,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLORTOLURON 25% + DIFLUFENICAN 4% + PENDIMETALINA 30% [SC] P/V
25672,EXPRESS SX,"FMC Agricultural Solutions, S.A.U.",TRIBENURON-METIL 50% [SG] P/P
25674,ALLIANCE WG,"NUFARM ESPAÑA, S.A.",DIFLUFENICAN 60% + METSULFURON METIL 6% [WG] P/P
25675,ECODIAN CARPOCAPSA,ISAGRO ESPAÑA S.L.,"E,E-8,10-DODECADIEN-1-OL 0,798% (10,63 MG S.A./DIFUSOR) [VP] P/P"
25676,BIOXEDA,"NUTEA, S.L.","ACEITE DE CLAVO 20,38% [EC] P/V"
25680,AVAUNT 150 EC,"FMC Agricultural Solutions, S.A.U.",INDOXACARB 15% [EC] P/V
25681,CHECKMATE CM-XL,"SUTERRA EUROPE BIOCONTROL, S.L.","E,E-8,10-DODECADIEN-1-OL 10,39% (270 MG S.A./DIFUSOR) [VP] P/P"
25682,CHECKMATE PUFFER CM,"SUTERRA EUROPE BIOCONTROL, S.L.","E,E-8,10-DODECADIEN-1-OL 18,05% [AE] P/P"
25684,PRINCIPAL,"DU PONT IBERICA, S.L.","NICOSULFURON 42,9% + RIMSULFURON 10,7% [WG] P/P"
25685,SPHINX,"ADAMA AGRICULTURE ESPAÑA, S.A.",DIMETOMORF 50% [SC] P/V
25686,AREVA MZ WG,"ADAMA AGRICULTURE ESPAÑA, S.A.",DIMETOMORF 9% + MANCOZEB 60% [WG] P/P
25687,ROUNDUP GEL,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.","GLIFOSATO 0,72% (SAL ISOPROPILAMINA) [AL] P/V"
25689,SIGNUM WG,BASF ESPAÑOLA S.L.U.,"PIRACLOSTROBIN 6,7% + BOSCALIDA 26,7% [WG] P/P"
25690,AREVA COMBI,"ADAMA AGRICULTURE ESPAÑA, S.A.","DIMETOMORF 11,3% + FOLPET 60% [WG] P/P"
25691,CABRIO DUO EC,BASF ESPAÑOLA S.L.U.,"DIMETOMORF 7,2% + PIRACLOSTROBIN 4% [EC] P/V"
25692,SPRUZIT,W.NEUDORFF GmbH KG,"ACEITE DE COLZA 82,53% + PIRETRINAS 0,459% [EC] P/V"
25693,SPRUZIT RTU,W.NEUDORFF GmbH KG,"ACEITE DE COLZA 0,825% + PIRETRINAS 0,018% [AL] P/V"
25695,FEUVER,"BAYER CROPSCIENCE, S.L.",PROTIOCONAZOL 30% [FS] P/V
25696,SLUXX HP,W.NEUDORFF GmbH KG,"FOSFATO FERRICO 2,97% [RB] P/P"
25697,ARMICARB,CERTIS EUROPE B.V. Sucursal en España,HIDROGENOCARBONATO DE POTASIO 85% [SP] P/P
25698,ARMICARB GARDEN,CERTIS EUROPE B.V. Sucursal en España,HIDROGENOCARBONATO DE POTASIO 85% [SP] P/P
25700,SUPER DELTA,SHARDA SPAIN S.L.,"DELTAMETRIN 2,5% [EC] P/V"
25701,FASTAC FLY,BASF ESPAÑOLA S.L.U.,ALFA CIPERMETRIN 10% [SC] P/V
25703,IMTREX,BASF ESPAÑOLA S.L.U.,"FLUXAPYROXAD 6,25% [EC] P/V"
25706,DELTA EC,"ASCENZA AGRO, S.A. (Lisboa)","DELTAMETRIN 2,5% [EC] P/V"
25708,PROXANIL,ARYSTA LIFESCIENCE BENELUX Sprl.,"CIMOXANILO 5% + PROPAMOCARB 33,52% (CLORHIDRATO ) [SC] P/V"
25709,MILAGRO 240 SC,"FMC Agricultural Solutions, S.A.U.",NICOSULFURON 24% [SC] P/V
25710,K-OBIOL EC 25,"BAYER CROPSCIENCE, S.L.","DELTAMETRIN 2,5% (POS) [EC] P/V"
25711,TALISMA EC,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRIN 8% [EC] P/V
25712,AMPLIGO 150 ZC,"SYNGENTA ESPAÑA, S.A.",CLORANTRANILIPROL 10% + LAMBDA CIHALOTRIN 5% [ZC] P/V
25713,BUTRYFLOW,"NUFARM ESPAÑA, S.A.","BROMOXINIL 38,5% (ESTER BUTIRATO) [SC] P/V"
25716,LANNATE OP,"DU PONT IBERICA, S.L.",METOMILO 25% [WP] P/P
25717,LANNATE SL,"DU PONT IBERICA, S.L.",METOMILO 20% [SL] P/V
25718,PRINCIPAL PLUS,"DU PONT IBERICA, S.L.","DICAMBA 55% (SAL SÓDICA) + NICOSULFURON 9,2% + RIMSULFURON 2,3% [WG] P/P"
25720,QUALY,"NUFARM ESPAÑA, S.A.",CIPRODINIL 30% [EC] P/V
25721,LONTREL 72,"DOW AGROSCIENCES IBERICA, S.A.",CLOPIRALIDA 72% (SAL AMINA) [SG] P/P
25722,KAISO SORBIE,"NUFARM ESPAÑA, S.A.",LAMBDA CIHALOTRIN 5% [EG] P/P
25724,MAESTRO 80 WG,"ASCENZA AGRO, S.A. (Lisboa)",FOSETIL-AL 80% [WG] P/P
25728,BARBARIAN SUPER 360,"BARCLAY CHEMICALS MANUFACTURING, LTD.",GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
25729,BARBARIAN XTRA 450,"BARCLAY CHEMICALS MANUFACTURING, LTD.",GLIFOSATO 45% (SAL ISOPROPILAMINA) [SL] P/V
25730,MOST MICRO HL,"SIPCAM INAGRA, S.A.","PENDIMETALINA 36,5% [CS] P/V"
25732,SILICOSEC,BIOFA AG,TIERRA DE DIATOMEAS 100% [CP] P/P
25733,BENTA 480 SL,SHARDA SPAIN S.L.,BENTAZONA 48% (SAL SÓDICA) [SL] P/V
25734,M0213BF,"ADAMA AGRICULTURE ESPAÑA, S.A.",METRIBUZINA 70% [WG] P/P
25735,RETENGO PLUS SE,BASF ESPAÑOLA S.L.U.,"EPOXICONAZOL 5% + PIRACLOSTROBIN 13,3% [SE] P/V"
25736,PRESTOP,DANSTAR FERMENT AG,GLIOCLADIUM CATENULATUM (CEPA J1446) 32% (2 X 10E8 CFU/G) [WP] P/P
25737,CORZAL,UPL BENELUX B.V.,"FENMEDIFAM 15,7% [SE] P/V"
25740,RUBRIC,"FMC Agricultural Solutions, S.A.U.","EPOXICONAZOL 12,5% [SC] P/V"
25742,BUCTRIL UNIVERSAL,"BAYER CROPSCIENCE, S.L.","2,4-D ACIDO 28% (ESTER 2-ETILHEXIL) + BROMOXINIL 28% (ESTER OCTANOATO/HEPTANOATO) [EC] P/V"
25743,CARAMBA 90,BASF ESPAÑOLA S.L.U.,METCONAZOL 9% [EC] P/V
25746,NETOR,"SIPCAM INAGRA, S.A.","CLORTALONIL 16,6% + TEBUCONAZOL 6% [SC] P/V"
25747,PUGIL CMX,"SIPCAM INAGRA, S.A.","CIMOXANILO 5% + CLORTALONIL 37,5% [SC] P/V"
25748,EMBLEM FLO,"NUFARM ESPAÑA, S.A.","BROMOXINIL 38,5% (ESTER BUTIRATO) [SC] P/V"
25749,MEREKAL TC,"NUFARM ESPAÑA, S.A.",MECOPROP-P 60% (SAL POTÁSICA) [SL] P/V
25750,CHAMANE,"UPL IBERIA, S.A.",AZOXISTROBIN 25% [SC] P/V
25751,DICARZOL 10 SP,GOWAN CROP PROTECTION LTD.,FORMETANATO 9% (HIDROCLORURO) [SP] P/P
25752,ALSYSTIN SC,"BAYER CROPSCIENCE, S.L.",TRIFLUMURON 48% [SC] P/V
25753,SONIDO,"BAYER CROPSCIENCE, S.L.",TIACLOPRID 40% [FS] P/V
25754,FINY,UPL EUROPE LTD. (UK),METSULFURON METIL 20% [WG] P/P
25755,SEKATOR OD,"BAYER CROPSCIENCE, S.L.","AMIDOSULFURON 10% (SODIO) + IODOSULFURON-METIL-SODIO 2,5% [OD] P/V"
25756,KARIS 10 CS,"FMC Agricultural Solutions, S.A.U.",LAMBDA CIHALOTRIN 10% [CS] P/V
25760,METEOR,DIACHEM S.P.A.,"DELTAMETRIN 1,57% [SC] P/V"
25761,PREVAM,ORO AGRI INTERNATIONAL LTD.,ACEITE DE NARANJA 6% [SL] P/V
25762,CYMBAL 45 WG,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",CIMOXANILO 45% [WG] P/P
25763,BANKO CHAMPIÑON,"ARYSTA LIFESCIENCE, S.A.S.",CLORTALONIL 50% [SC] P/V
25765,PRIMMA DOS,"FMC Agricultural Solutions, S.A.U.","2,4-D ACIDO 60% (2-ETIL-HEXIL ESTER) [EC] P/V"
25766,ALIAL DOBLE,"FMC Agricultural Solutions, S.A.U.",FOSETIL-AL 35% + MANCOZEB 35% [WP] P/P
25767,SABBA,FINCHIMICA SPA,PENDIMETALINA 33% [EC] P/V
25768,ELEVATOR 33 EC,FINCHIMICA SPA,PENDIMETALINA 33% [EC] P/V
25769,TOUAREG,"NUFARM ESPAÑA, S.A.",CLODINAFOP-PROPARGIL 24% [EC] P/V
25770,TOUAREG EC,"NUFARM ESPAÑA, S.A.",CLODINAFOP-PROPARGIL 24% [EC] P/V
25771,FRUITEL 180,"BAYER CROPSCIENCE, S.L.",ETEFON 18% [SL] P/V
25772,DEVRINOL F,"UPL IBERIA, S.A.",NAPROPAMIDA 45% [SC] P/V
25773,CALYPSO SC,"BAYER CROPSCIENCE, S.L.",TIACLOPRID 48% [SC] P/V
25776,PENNCOZEB FLO,"UPL IBERIA, S.A.",MANCOZEB 50% [SC] P/V
25777,PICOMAX,BASF ESPAÑOLA S.L.U.,"PENDIMETALINA 32% + PICOLINAFEN 1,6% [SC] P/V"
25778,HERBITON,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 36% (SAL POTÁSICA) [SL] P/V
25779,CRYPTIC,CERTIS EUROPE B.V. Sucursal en España,CLORPROFAM 40% [EC] P/V
25781,CARAMBA EC,BASF ESPAÑOLA S.L.U.,METCONAZOL 9% [EC] P/V
25782,PROTECT GARDEN INSECTICIDA AL,SBM DÉVELOPPEMENT SAS (Ecully),"DELTAMETRIN 0,00075% [AL] P/V"
